# Chado database date: 2024-09-30 21:55
gene_systematic_id	gene_name	synonyms	gene_product
SPBC428.18	cdt1		DNA replication licensing factor Cdt1
SPBC428.19c	utp15		U3 snoRNP-associated WD repeat protein Utp15
SPBC428.20c	alp6	SPBC902.01c	gamma tubulin complex GCP3 subunit Alp6
SPBC460.01c			plasma membrane amino acid transmembrane transporter
SPBC460.02c			translation elongation factor, glutathione S-transferase
SPBC460.03	vba2		vacuolar amino acid uptake transporter
SPBC460.04c			sulfonate/alpha-ketoglutarate dioxygenase
SPBC460.05			transmembrane transporter
SPBC4B4.01c	ptk1		fumble family pantothenate kinase
SPBC4B4.02c	nca2		mitochondrial protein Nca2
SPBC4B4.03	rsc1		RSC complex bromodomain subunit Rsc1
SPBC4B4.04	eif21		translation initiation factor eIF2A
SPBC4B4.05	smg1		Sm snRNP core protein Smg1
SPBC4B4.06	vps25		ESCRT II complex subunit Vps25
SPBC4B4.07c	usp102	mud1,U1A	U1 snRNP-associated protein Usp102
SPBC4B4.08	ght2		plasma membrane glucose/fructose:proton symporter Ght2
SPBC4B4.09	prp39	usp105,csp5	U1 snRNP-associated protein Prp39
SPBC4B4.10c	atg5	mug77	autophagy associated protein Atg5
SPBC4B4.11	fyv4		mitochondrial ribosomal protein subunit S41
SPBC4B4.12c			Schizosaccharomyces specific protein
SPBC4C3.03	thr1		homoserine kinase Thr1
SPBC4C3.04c	dss4		guanyl-nucleotide exchange factor, meiosis specific
SPBC4C3.05c	nuc1	rpa1,rpa190	DNA-directed RNA polymerase I complex large subunit Nuc1
SPBC4C3.06	syp1		endocytic adaptor, F-BAR domain protein Syp1
SPBC4C3.07	tif306	eif6	translation initiation factor eIF3f
SPBC4C3.08	otg2	mug136	alpha-1,3-galactosyltransferase Otg2
SPBC4C3.09	otg3	gnt2	alpha-1,3-galactosyltransferase Otg3
SPBC4C3.10c	pre3	mts8	20S proteasome complex subunit beta 1 Pre3
SPBC4C3.12	sep1		DNA-binding forkhead transcription factor Sep1
SPBC4F6.04	rpl2502	rpl25b,rpl23a-2	60S ribosomal protein L25
SPBC4F6.05c	emp46		lectin family glycoprotein receptor Emp46
SPBC4F6.06	kin1		MARK/PAR-1 kinase Kin1
SPBC4F6.07c	mak5		ATP-dependent RNA helicase Mak5
SPBC4F6.08c	mrpl39		mitochondrial ribosomal protein subunit L33
SPBC4F6.09	str1		plasma membrane siderophore-iron transmembrane transporter Str1
SPBC4F6.10	vps901	vps9a	GEF Vps901
SPBC4F6.11c	asn2		asparagine synthase
SPBC4F6.12	pxl1		paxillin-like protein Pxl1
SPBC4F6.13c	erb1		WD repeat/BOP1NT protein Erb1
SPBC4F6.14	nop4		RNA-binding protein Nop4
SPBC4F6.15c	swi10	rad23	DNA repair endonuclease non-catalytic (ERCC1) subunit Swi10
SPBC4F6.16c	ero11		ER oxidoreductin Ero1a
SPBC4F6.17c	hsp78		mitochondrial heat shock protein Hsp78
SPBC4F6.18c	arf1		ADP-ribosylation factor, Arf family Arf1
SPBC530.01	gyp1		RabGAP Gyp1
SPBC530.02			transmembrane transporter
SPBC530.03c	bag102	bag1-b	BAG family molecular chaperone regulator Bag102
SPBC530.04	mod5		Tea1 anchoring protein Mod5
SPBC530.05	prt1		DNA-binding transcription factor Prt1
SPBC530.06c	clu1		clustered mitochondria ortholog Clu1
SPBC530.07c			TENA/THI family protein, domain found in context with a broad range of enzymes
SPBC530.08	ntu2		DNA-binding transcription factor, membrane-tethered
SPBC530.09c	mrl1		cation dependent mannose-6-phosphate cargo receptor Mrl1
SPBC530.10c	anc1		mitochondrial carrier, ATP:ADP antiporter Anc1
SPBC530.11c			DNA-binding transcription factor, zf-fungal binuclear cluster type
SPBC530.12c	pdf1		palmitoyl protein thioesterase/ dolichol pyrophosphate phosphatase fusion protein Pdf1
SPBC530.13	lsc1		Lsk1 associated cyclin
SPBC530.14c	dsk1		SR protein-specific kinase Dsk1
SPBC530.15c		SPBC661.01	spermidine family transmembrane transporter
SPBC530.16	ksh1	new21	Golgi kish family protein Ksh1
SPBC543.02c			TPR domain protein, DNAJC7 family
SPBC543.03c	pku80		Ku domain helicase (human XRCC5 ortholog) Pku80
SPBC543.04	npr3		GATOR1-SEACIT GTPase activating complex subunit Npr3
SPBC543.05c	bor1		plasma membrane borate efflux transmembrane transporter Bor1
SPBC543.06c	dbp8		ATP-dependent RNA helicase Dbp8
SPBC543.07	pek1	skh1,mkk1	MAP kinase kinase Pek1
SPBC543.08	fit1		ER membrane CoA pyrophosphatase (FIT) family lipid storage protein Fit1
SPBC543.09	yta12	m-AAA,ppp76	mitochondrial m-AAA protease Yta12
SPBC543.10	get1		GET complex (ER membrane insertion) subunit Get1
SPBC557.02c			DUF2458 conserved fungal protein
SPBC557.03c	pim1	dcd1,ptr2	RCC1 family Ran GEF
SPBC557.04	ppk29		Ark1/Prk1 family protein kinase Ppk29
SPBC557.05			arrestin, meiosis specific
SPBC56F2.01	pof12		F-box protein Pof12
SPBC56F2.02	rpl1901	rpl19-1	60S ribosomal protein L19
SPBC56F2.03	arp10		dynactin complex actin-like protein Arp10
SPBC56F2.04	utp20		U3 snoRNP-associated protein Utp20
SPBC56F2.05c			DNA-binding transcription factor
SPBC56F2.06	mug147		Schizosaccharomyces specific protein Mug147
SPBC56F2.07c			ribosome biogenesis factor recycling AAA family ATPase
SPBC56F2.08c	puf1		pumilio family RNA-binding protein Puf1
SPBC56F2.09c	arg5		arginine specific carbamoyl-phosphate synthase subunit Arg5
SPBC56F2.10c	alg5		dolichyl-phosphate beta-glucosyltransferase Alg5
SPBC56F2.11	met6		homoserine O-acetyltransferase Met6
SPBC56F2.12	ilv5		acetohydroxyacid reductoisomerase
SPBC56F2.14	mrpl44		mitochondrial ribosomal protein subunit L53
SPBC56F2.15	tam13		Schizosaccharomyces specific protein Tam13
SPBC577.02	rpl3801	rpl38-1	60S ribosomal protein L38
SPBC577.03c			N-acetyltransferase
SPBC577.04	tho5		THO complex subunit Tho5
SPBC577.05c	rec27	mug41	meiotic recombination protein Rec27
SPBC577.06c	stt4		plasma membrane 1-phosphatidylinositol 4-kinase, type III-alpha Stt4
SPBC577.07	ubp10		ubiquitin C-terminal hydrolase Ubp10
SPBC577.08c	txl1	trx3	thioredoxin-like I protein Txl1
SPBC577.09	ckn1		ERCC8 DNA repair homolog
SPBC577.10	pre4	mts9	20S proteasome complex subunit beta 7, Pre4
SPBC577.11			DUF3074 family protein, implicated in vesicle trafficking or lipid metabolism
SPBC577.12	dph6	mug71	diphthamide synthetase Dph6
SPBC577.13	syj2		inositol-polyphosphate 5-phosphatase, synaptojanin homolog 2
SPBC577.14c	spa1	spa	ornithine decarboxylase antizyme with +1 programmed ribosomal frameshift Spa1
SPBC577.15c	sim3		CENP-A chaperone, NASP family, Sim3
SPBC582.03	cdc13		G2/M B-type cyclin Cdc13
SPBC582.04c	dsh1		RNAi protein, Dsh1
SPBC582.05c	brc1		BRCT domain protein Brc1
SPBC582.06c	mcp6	hrs1,mug3	horsetail movement protein Hrs1/Mcp6
SPBC582.07c	rpn7		19S proteasome regulatory subunit Rpn7
SPBC582.08	alt1		alanine aminotransferase Alt1
SPBC582.09	pex11		peroxisomal biogenesis factor 11
SPBC582.10c	rhp1602		DNA translocase Rhp16b
SPBC609.01			cytoplasmic P body 3'-5'-exoribonuclease, Dis3L2-related
SPBC609.02	ptn1		phosphatidylinositol-3,4,5-trisphosphate3-phosphatase Ptn1
SPBC609.03	iqw1	iqwd1	WD repeat protein, Iqw1
SPBC609.04	caf5		plasma membrane spermine family transmembrane transporter Caf5
SPBC609.05	pob3		histone H2A-H2B chaperone, FACT complex subunit Pob3
SPBC646.02	cwf11		U2-type spliceosomal complex ATPase Cwf11
SPBC646.03	gta1	her2	mitochondrial glutamyl-tRNA amidotransferase alpha subunit Gta1
SPBC646.04	pla1		mRNA cleavage and polyadenylation specificity factor poly(A) polymerase Pla1
SPBC646.05c	erg9		farnesyldiphosphate:farnesyldiphosphatefarnesyltransferase (squalene synthase) Erg9
SPBC646.06c	agn2		glucan endo-1,3-alpha-glucosidase Agn2
SPBC646.07c	tsc13		enoyl-[acyl-carrier-protein] reductase
SPBC646.08c	oss1		sterol transfer protein Oss1
SPBC646.09c	int6	yin6,tif305	translation initiation factor eIF3e
SPBC646.10c	nop56		U3 snoRNP-associated protein Nop56
SPBC646.11	cct6		chaperonin-containing T-complex zeta subunit Cct6
SPBC646.12c	gap1	src1,sar1	RasGAP Gap1
SPBC646.13	sds23	psp1,moc1	serine/threonine protein phosphatase PP2A inhibitor Sds23/Moc1
SPBC646.14c	orc5		origin recognition complex subunit Orc5
SPBC646.15c	pex16		Pex16 family peroxisome import protein Pex16
SPBC646.16	scl1		20S proteasome complex subunit alpha 1
SPBC646.17c	dic1	SPBC855.01c,SPBP35G2.01c,mug44	meiotic dynein intermediate chain Dic1
SPBC649.02	rps1902	rps19-2,rps19	40S ribosomal protein S19
SPBC649.03	rhp14	rad14	XP-A family homolog Rhp14
SPBC649.04	uvi15		plasma membrane protein, palmitoylated, Uvi15
SPBC649.05	cut12	stf1	spindle pole body cell cycle signalling scaffold Cut12
SPBC651.01c	nog1	SPBC725.18c	ribosome export GTP binding protein Nog1
SPBC651.02	nit1		bis(5'-adenosyl)-triphosphatase Nit1
SPBC651.03c	gyp10		RabGAP Gyp10
SPBC651.04			Schizosaccharomyces specific protein, C2 domain
SPBC651.05c	dot2	vps22	ESCRT II complex subunit Dot2
SPBC651.06	mug166	csa1	Schizosaccharomyces specific protein Mug166
SPBC651.07			Schizosaccharomyces specific protein
SPBC651.08c	rpc1		DNA-directed RNA polymerase III complex large subunit Rpc1
SPBC651.09c	prf1	rtf1	RNA polymerase II associated Paf1 complex
SPBC651.10	nse5		Smc5-6 complex non-SMC subunit Nse5
SPBC651.11c	apm3		AP-3 adaptor complex subunit Apm3
SPBC651.12c	dbl7		Schizosaccharomyces specific protein, double strand break localizing Dbl7
SPBC660.05	wwm3	wwm1	WW domain containing conserved fungal protein Wwm3
SPBC660.06	wwm2		WW domain containing conserved fungal protein Wwm2
SPBC660.07	ntp1		alpha,alpha-trehalase Ntp1
SPBC660.08	atg38		PtdIns3K complex subunit Atg38
SPBC660.09	mug168		Schizosaccharomyces specific protein Mug168
SPBC660.10	mef2		mitochondrial translation elongation factor G Mef2
SPBC660.11	tcg1	mug187	single-stranded telomeric binding protein Tcg1
SPBC660.12c	egt2		ergothioneine biosynthesis methyltransferase Egt2
SPBC660.13c	ssb1	rpa1,rad11,rpa70	DNA replication factor A subunit Ssb1
SPBC660.14	mik1		M phase inhibitor protein kinase Mik1
SPBC660.15	msi2		mRNA cleavage factor complex RNA-binding subunit Msi2
SPBC660.16	gnd1		phosphogluconate dehydrogenase, decarboxylating
SPBC660.17c			ER membrane protein
SPBC685.02	exo5		nuclear single stranded DNA specific 5'-3' exodeoxyribonuclease Exo5.1
SPBC685.03			methyltransferase, sterol related
SPBC685.04c	aps2		AP-2 adaptor complex sigma subunit Aps2
SPBC685.05	gpi15		pig-H
SPBC685.06	rps001	rps0-1,rpsa-1,rps0	40S ribosomal protein S0A (p40)
SPBC685.07c	rpl2701	rpl27-1	60S ribosomal protein L27
SPBC685.08			Schizosaccharomyces specific protein
SPBC685.09	orc2	orp2	origin recognition complex subunit Orc2
SPBC691.01	pfa5		membrane palmitoyltransferase Pfa5
SPBC691.02c	drp1		Dsl1/NZR complex secretory pathway protein RINT1 family
SPBC691.03c	apl3		AP-2 adaptor complex alpha subunit Apl3
SPBC691.04	mss116		mitochondrial ATP-dependent RNA helicase Mss116
SPBC691.05c	ist2	SPBP22H7.01c	anoctamin calcium-activated chloride channel OR Ca(2+)-activated phospholipid scramblase involved in ER-plasma membrane tethering Ist2
SPBC6B1.02	ppk30		Ark1/Prk1 family protein kinase Ppk30
SPBC6B1.03c	pal2		pal1 family early clathrin mediated endocytosis factor, meiosis specific Pal2
SPBC6B1.04	mde4		microtubule-site clamp monopolin complex subunit Mde4
SPBC6B1.05c	atg7		E1 Atg8 and Atg12 E1 activating enzyme Atg7
SPBC6B1.06c	ubp14		Lys48-specific deubiquitinase Ubp14
SPBC6B1.07	prp1	zer1	U4/U6 x U5 tri-snRNP complex subunit Prp1
SPBC6B1.08c	ofd1	uS12	hypoxic oxygen sensor, prolyl-3,4-dihydroxylase Ofd1
SPBC6B1.09c	nbs1	slr10,slr8	Mre11 complex BRCT domain subunit Nbs1
SPBC6B1.10	prp17		Prp19 complex WD repeat protein Prp17
SPBC6B1.12c	sus1		SAGA complex deubiquitinating submodule subunit, TREX complex subunit Sus1
SPBC713.02c	ubp15	ubpD,ubp21	ubiquitin C-terminal hydrolase Ubp15
SPBC713.03	dld2		mitochondrial D-lactate dehydrogenase, cytochrome Dld2
SPBC713.04c	pwp2		small subunit processome, U3 snoRNP-associated protein Utp1
SPBC713.05	wdr83		Gpl1-Gih35-Wdr83 complex WD repeat subunit Wdr83
SPBC713.06	adl1	lig3	DNA ligase
SPBC713.07c		ppn1	vacuolar polyphosphatase
SPBC713.08	mim1	tom13	mitochondrial MIM complex subunit Mim1
SPBC713.09			Schizosaccharomyces specific protein
SPBC713.10	tim16		TIM23 translocase complex subunit Tim16
SPBC713.11c	pmp3		plasma membrane proteolipid Pmp3
SPBC713.12	erg1		squalene monooxygenase Erg1
SPBC713.14c		SPBC713.13	dubious
SPBC725.01	maa1		mitochondrial aspartate aminotransferase Maa1
SPBC725.02	mpr1	spy1	histidine-containing response regulator phosphotransferase Mpr1
SPBC725.03			pyridoxamine 5'-phosphate oxidase
SPBC725.04	hac1		2-hydroxyacyl-CoA lyase Hac1
SPBC725.05c	npp1		nucleotide pyrophosphatase Npp1
SPBC725.06c	ppk31	mug25	serine/threonine protein kinase Ppk31
SPBC725.07	pex5		peroxisomal targeting signal receptor Pex5
SPBC725.08	pir2	ars2	MTREC (exosome adaptor) complex zf-C2H2 type zinc finger subunit Pir2
SPBC725.09c	hob3		BAR adaptor protein Hob3
SPBC725.10	tsp0	SpTSPO	mitochondrial outer membrane protein, TspO
SPBC725.11c	php2		CCAAT-binding factor complex subunit Php2
SPBC725.12	nbl1	mug118	Borealin homolog Nbl1
SPBC725.13c	psf2	dre13,bsh3	GINS complex subunit Psf2
SPBC725.14	arg6		acetylglutamate synthase Arg6
SPBC725.15	ura5		orotate phosphoribosyltransferase Ura5
SPBC725.16	res1	sct1	MBF transcription factor complex subunit Res1
SPBC725.17c	rrn11		RNA polymerase I general transcription initiation factor subunit Rrn11
SPBC776.01	rpl29		60S ribosomal protein L29
SPBC776.02c	dis2	sds1,bws1	serine/threonine protein phosphatase PP1 catalytic subunit Dis2
SPBC776.03	hom6		homoserine dehydrogenase Hom6
SPBC776.04	sec2302	sec23-b	COPII cargo receptor subunit Sec23b
SPBC776.05	gpc1		glycerophosphocholine acyltransferase (GPCAT) Gpc1
SPBC776.06c			Arf3/6 docking factor
SPBC776.07	mam33		mitochondrial ribosome assembly protein Mam33
SPBC776.08c	utp22		small-subunit processome, UTP-C complex subunit Utp22
SPBC776.09	ste13	dhh1	ATP-dependent RNA helicase Ste13/Dhh1
SPBC776.10c	cog6		Golgi transport complex peripheral subunit Cog6
SPBC776.11	rpl2801	rpl28-1	60S ribosomal protein L27/L28
SPBC776.12c	hsk1	cdc7	Dbf4(Dfp1)-dependent protein kinase Hsk1
SPBC776.13	cnd1		condensin complex non-SMC subunit Cnd1
SPBC776.14	plh1	lro1	phospholipid-diacylglycerol acyltransferase Plh1/Lro1
SPBC776.15c	kgd2		mitochondrial dihydrolipoamide S-succinyltransferase, (e2 component of oxoglutarate dehydrogenase complex) Kgd2
SPBC776.16	mis20	eic2	centromere protein Mis20/Eic2
SPBC776.17	rrp7		rRNA processing protein Rrp7
SPBC776.18c	pmh1	mcr1	transcription factor TFIIK complex ubiquitin-protein ligase E3 subunit, Pmh1
SPBC800.02	whi5	mug54	SBF complex transcription corepressor, Whi5
SPBC800.03	clr3		SHREC complex histone deacetylase (class II) subunit, Clr3
SPBC800.04c	rpl4301	rpl43-1,rpl43,rpl37a-1	60S ribosomal protein L37a
SPBC800.05c	atb2	tub1,alp2,ban5	tubulin alpha 2
SPBC800.06	brx1		ribosome biogenesis protein Brx1
SPBC800.07c	tsf1		mitochondrial translation elongation factor EF-Ts Tsf1
SPBC800.08	trm6	gcd10	tRNA (m1A) methyltransferase non-catalytic subunit Trm6
SPBC800.09	sum2		translation initiation inhibitor
SPBC800.10c	ede1		EPS15 repeat family actin cortical patch component Ede1
SPBC800.11			inosine-uridine preferring nucleoside hydrolase
SPBC800.12c			ubiquitin family protein, Get5 candidate
SPBC800.13	cnp20		CENP-T histone fold, kinetochore scaffold protein
SPBC800.14c			mitochondrial DUF1772 family protein, multimembrane spanning anthrone oxygenase-like
SPBC83.01	ucp8		UBA/EH/EF hand domain protein Ucp8
SPBC83.02c	rpl4302	rpl43-2,rpl43,rpl37a-2	60S ribosomal protein L37a
SPBC83.03c	tas3		RITS complex subunit 3
SPBC83.04	apc15		anaphase-promoting complex platform subcomplex scaffold subunit Apc15
SPBC83.05	yme2		mitochondrial RNA-binding protein Yme2
SPBC83.06c	rtc6		mitochondrial ribosomal protein subunit L36
SPBC83.07	jmj3	kdm4	histone demethylase H3-K36 specific, Lid2 complex subunit Jmj3
SPBC83.08	rvb2		chaperone, AAA family ATPase Rvb2
SPBC83.09c	lin1	snu40	U5 snRNP subunit Snu40
SPBC83.10	emc7		ER membrane protein complex subunit Emc7
SPBC83.11	pet2		Golgi phosphoenolpyruvate transmembrane transporter Pet2
SPBC83.12			Schizosaccharomyces pombe specific protein, ubiquitin conjugatiing enzyme-like
SPBC83.13	yhm2		mitochondrial carrier, tricarboxylic acid Yhm2
SPBC83.14c	rfc5		DNA replication factor C complex subunit Rfc5
SPBC83.15	wdr74	nsa1	ribosome assembly factor, WD repeat protein Nsa1/Wdr74
SPBC83.16c			protein with a role in clearing protein aggregates
SPBC83.17	mbf1		multiprotein bridging factor Mbf1
SPBC83.18c	fic1		contractile ring-membrane anchor Fic1
SPBC83.19c			Schizosaccharomyces pombe specific protein
SPBC839.02	aly1		arrestin-related substrate adaptor Aly1
SPBC839.03c	dcn1		neddylation protein Dcn1
SPBC839.04	rpl803	rpl8-3,rpk5-b,rpkD4	60S ribosomal protein L8/L2
SPBC839.05c	rps1701	rps17-1	40S ribosomal protein S17
SPBC839.06	cta3		P-type ATPase, potassium exporting Cta3
SPBC839.07	ibp1		Cdc25 family phosphatase Ibp1, unknown role, implicated in DNA replication
SPBC839.08c	its8		pig-N
SPBC839.09c	mrp21		mitochondrial ribosomal protein subunit S21
SPBC839.10	usp107	snu71	U1 snRNP-associated protein Usp107
SPBC839.11c	hut1		ER uridine diphosphate-glucose transmembrane transporter Hut1
SPBC839.12	rpc31		DNA-directed RNA polymerase III complex subunit Rpc31
SPBC839.13c	rpl1601		60S ribosomal protein L13/L16
SPBC839.14c	efm4	see1	elongation factor EF-1 alpha (eEF1A) methyltransferase Efm4
SPBC839.15c	tef103	ef1a-c,efa13,EF-1aC	translation elongation factor EF-1 alpha Ef1a-c
SPBC839.16	thf1		C1-5,6,7,8-tetrahydrofolate (THF) synthase, trifunctional enzyme Thf1
SPBC839.17c	fkh1		FKBP-type peptidyl-prolyl cis-trans isomerase Fkh1
SPBC839.19	new20		ER exit protein
SPBC839.20	new14		dubious
SPBC887.01	adi1		acireductone dioxygenase family Adi1
SPBC887.02			plasma membrane ClC chloride channel
SPBC887.03c	noc3		Noc2p-Noc3p complex subunit Noc3
SPBC887.04c	lub1		WD repeat protein Lub1
SPBC887.05c	cwf29		RNA-binding protein Cwf29
SPBC887.06c	snx3	grd19	sorting nexin Snx3
SPBC887.07	mrpl38		mitochondrial ribosomal protein subunit L14
SPBC887.08			Schizosaccharomyces specific protein
SPBC887.09c	sog2	lrp1	MOR signalling network scaffold, leucine-rich repeat protein Sog2
SPBC887.10	mcs4		response regulator Mcs4
SPBC887.11	pus2		tRNA pseudouridine synthase Pus2
SPBC887.12			P-type ATPase
SPBC887.13c	cem1		3-oxoacyl-[acyl-carrier-protein]-synthase condensing enzyme Cem1
SPBC887.14c	pfh1	pif1	5' to 3' DNA helicase Pif1/Pfh1
SPBC887.15c	sur2		sphingosine hydroxylase/sphingolipid delta-4 desaturase Sur2
SPBC887.16			dubious
SPBC887.17			plasma membrane guanine and adenine transmembrane transporter
SPBC887.18c	hfi1	ada1	SAGA complex subunit Hfi1/Ada1
SPBC887.19	rft1		ER membrane protein required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER Rft1
SPBC887.22	spc1	new19	signal peptidase complex subunit Spc1
SPBC8D2.01	gsk31		serine/threonine protein kinase Gsk31
SPBC8D2.02c	vps68		vacuolar sorting protein Vps68
SPBC8D2.03c	hhf2	ams3,h4.2	histone H4 h4.2
SPBC8D2.04	hht2	h3.2	histone H3 h3.2
SPBC8D2.05c	sfi1		spindle pole body half bridge protein Sfi1
SPBC8D2.06	irs1		cytoplasmic isoleucine-tRNA ligase Irs1
SPBC8D2.07c	sfc9		transcription factor TFIIIC complex subunit Sfc9
SPBC8D2.09c	msl1		U2 snRNP-associated protein Msl1
SPBC8D2.10c	rmt3		type I ribosomal protein arginine N-methyltransferase Rmt3
SPBC8D2.11			Schizosaccharomyces specific protein
SPBC8D2.12c	tac1		mitochondrial Cox1 translational activator Tac1
SPBC8D2.13	shq1		box H/ACA snoRNP assembly protein Shq1
SPBC8D2.14c	sed5		SNARE Sed5
SPBC8D2.15	lip5		mitochondrial lipoic acid synthetase Lip5
SPBC8D2.16c			SPOUT domain containing methyltransferase, poorly characterised, conflicting annotations between species, implicated in ribosome or centrosome associated processes and gene expression
SPBC8D2.17	gmh4		Golgi alpha-1,6-galactosyltransferase Gmh4
SPBC8D2.18c			adenosylhomocysteinase
SPBC8D2.19	mde3		serine/threonine protein kinase, meiotic, STKc MAK-like Mde3
SPBC8D2.20c	sec31		COPII-coated vesicle component Sec31
SPBC8D2.23	new15		mitochondrial ribosomal protein subunit L35
SPBC8E4.01c	pho84	SPBP4G3.01	plasma membrane inorganic phosphate transmembrane transporter
SPBC8E4.03	agm3		agmatinase 3, Agm3
SPBC8E4.04			aldose reductase (NADPH)
SPBC8E4.05c			fumarate lyase superfamily, unknown specificity, bacterial 3-carboxy-cis,cis-muconate cycloisomerase related
SPBC8E4.12c	ecl3		extender of chronological lifespan protein Ecl3
SPBC902.02c	ctf18	chl12	Ctf18 RFC-like complex subunit Ctf18
SPBC902.03	nem2	spo7	serine/threonine protein phosphatase (Nem1-Spo7 complex) regulatory subunit
SPBC902.04	rmn1		MTREC (exosome adaptor) complex RNA-binding subunit Rmn1
SPBC902.05c	idh2	glu2	isocitrate dehydrogenase (NAD+) subunit 2
SPBC902.06	mto2		gamma tubulin complex linker Mto2
SPBC947.01	knk1	alf1	microtubule severing ATPase kink, Knk1
SPBC947.02	apl2		AP-1 adaptor complex beta subunit Apl2
SPBC947.03c	naa38	mak31	NatC N-acetyltransferase non-catalytic Sm-like domain subunit Naa38
SPBC947.04	pfl3		cell surface glycoprotein, flocculin Pfl3, DIPSY family
SPBC947.05c	frp2		plasma membrane ferric-chelate reductase Frp2
SPBC947.06c			spermidine family transmembrane transporter
SPBC947.07	rrp1402	rrp14	ribosome biogenesis protein Rrp14
SPBC947.08c	hip4	hpc2	histone H3.3-H4 chaperone, HIR complex subunit Hip4
SPBC947.09	hsp3103		ThiJ domain protein, glyoxylase III
SPBC947.10	dsc1		Golgi Dsc E3 ligase complex subunit Dsc1
SPBC947.11c	elg1		DNA replication factor C complex subunit Elg1
SPBC947.12	kms2		mitotic and meiotic spindle pole body KASH domain protein Kms2
SPBC947.13	rba50		RNA polymerase II associated protein
SPBC947.14c	cbp6		mitochondrial complex III assembly protein Cbp6
SPBC947.15c	ndi1		internal mitochondrial NADH dehydrogenase (ubiquinone) Ndi1
SPBC9B6.02c	Tf2-9	SPBC9B6.02	retrotransposable element/transposon Tf2-type
SPBC9B6.03	pib2		zf-FYVE type zinc finger protein and glutamine sensor Pib2
SPBC9B6.04c	tuf1		mitochondrial translation elongation factor EF-Tu Tuf1
SPBC9B6.05c	lsm3		Lsm2-8 complex subunit Lsm3
SPBC9B6.06	mrpl10		mitochondrial ribosomal protein subunit L15
SPBC9B6.07	nop52		nucleolar protein Nop52 family Rrp1
SPBC9B6.08	clc1	git9	clathrin light chain Clc1
SPBC9B6.09c	mdl1		mitochondrial peptide-transporting ATPase
SPBC9B6.10	cdc37		Hsp90 co-chaperone Cdc37
SPBC9B6.11c			CCR4/nocturin family endoribonuclease
SPBCPT2R1.01c		SPBPB2B2.20c	S. pombe specific DUF999 protein family 9
SPBCPT2R1.02			Schizosaccharomyces pombe specific protein
SPBCPT2R1.03			hypothetical protein
SPBCPT2R1.04c			S. pombe specific DUF999 protein family 10
SPBCPT2R1.08c	tlh2		RecQ type DNA helicase Tlh1
SPBP16F5.02	mcs2		transcription factor TFIIH complex cyclin Mcs2
SPBP16F5.03c	tra1		SAGA complex, phosphatidylinositol pseudokinase subunit Tra1
SPBP16F5.04	ubc7	ubcP3	Hrd1 ubiquitin ligase complex ubiquitin conjugating enzyme E2 Ubc7
SPBP16F5.05c	yar1		ribosome biogenesis protein Yar1
SPBP16F5.06	nop8		ribosome biogenesis RNA-binding protein Nop8
SPBP16F5.07	apm1		AP-1 adaptor complex mu subunit Apm1
SPBP16F5.08c	fmo1		ER flavin-containing N,N-dimethylaniline monooxygenase activity Fmo1
SPBP18G5.02	pgs1		CDP-diacylglycerol-glycerol-3-phosphate3-phosphatidyltransferase Pgs1
SPBP18G5.03	toc1		TORC1 complex Tor2 interacting protein 1
SPBP19A11.01	gcv3		glycine decarboxylase complex subunit H
SPBP19A11.02c			Schizosaccharomyces specific protein, predicted GPI anchor
SPBP19A11.03c	mts4	rpn1	19S proteasome regulatory subunit Rpn1/Mts4
SPBP19A11.04c	mor2	cps12	morphogenesis protein Mor2
SPBP19A11.06	lid2	SPBP4H10.01	histone demethylase (H3-trimethyl-K4 specific), Lid2 complex subunit Lid2
SPBP19A11.07c		SPBP4H10.02c	human HID1 ortholog 2, possible Golgi protein (by similarity)
SPBP22H7.02c	mrd1		ribosome biogenesis RNA-binding protein Mrd1
SPBP22H7.03	sbg1		plasma membrane-actinomyosin ring linker protein Sbg1
SPBP22H7.04			mitochondrial membrane protein, human TMEM186 ortholog, implicated in respiratory complex assembly
SPBP22H7.05c	abo2		histone H3-H4 chaperone (ATP-dependent) Abo2
SPBP22H7.06	nrk1		nicotinamide riboside kinase Nrk1
SPBP22H7.07	prp5	cwf1	Prp19 complex WD repeat protein Prp5
SPBP22H7.08	rps1002	rps10-2,rps10B	40S ribosomal protein S10
SPBP22H7.09c	mis15		CENP-N ortholog Mis15
SPBP23A10.02	pkr1		ER membrane V-ATPase assembly factor Pkr1
SPBP23A10.03c	sdh7		mitochondrial respiratory chain complex II assembly LYR family protein Sdh7
SPBP23A10.04	apc2		anaphase-promoting complex cullin family subunit Apc2
SPBP23A10.05	ssr4		SWI/SNF and RSC complex subunit Ssr4
SPBP23A10.06	mtm1		mitochondrial carrier, glutathione Mtm1
SPBP23A10.07	rpa2		DNA-directed RNA polymerase I complex subunit Rpa2
SPBP23A10.08	alp5	arp4	Ino80, NuA4 and Swr1 complex actin-like protein Arp4
SPBP23A10.09	psf1		GINS complex subunit Psf1
SPBP23A10.10	ppk32		serine/threonine protein kinase Ppk32
SPBP23A10.11c			circularly permuted 1,3-beta-glucanase
SPBP23A10.12	frg1		mRNA splicing factor, FRG1 family, Frg1
SPBP23A10.13	orc4	orp4	origin recognition complex subunit Orc4
SPBP23A10.14c	ell1		RNA polymerase II transcription elongation factor Ell1
