acc	GO_name	systematic_id	symbol	gene_product_description	evidence_code	source	assigned_by
GO:0043564	Ku70:Ku80 complex	SPBC543.03c	pku80	Ku domain helicase (human XRCC5 ortholog) Pku80	IBA	GO_REF:0000033	GO_Central
GO:0043564	Ku70:Ku80 complex	SPCC126.02c	pku70	Ku70 (human XRCC6 ortholog) Pku70	IBA	GO_REF:0000033	GO_Central
GO:0043599	nuclear DNA replication factor C complex	SPAC1687.03c	rfc4	DNA replication factor C complex subunit Rfc4	IBA	GO_REF:0000033	GO_Central
GO:0043599	nuclear DNA replication factor C complex	SPAC23D3.02	rfc2	DNA replication factor C complex subunit Rfc2	IBA	GO_REF:0000033	GO_Central
GO:0043599	nuclear DNA replication factor C complex	SPAC27E2.10c	rfc3	DNA replication factor C complex subunit Rfc3	IBA	GO_REF:0000033	GO_Central
GO:0043599	nuclear DNA replication factor C complex	SPBC23E6.07c	rfc1	DNA replication factor C complex subunit Rfc1	ISO	GO_REF:0000024	PomBase
GO:0043599	nuclear DNA replication factor C complex	SPBC83.14c	rfc5	DNA replication factor C complex subunit Rfc5	IBA	GO_REF:0000033	GO_Central
GO:0043599	nuclear DNA replication factor C complex	SPBC947.11c	elg1	DNA replication factor C complex subunit Elg1	ISO	GO_REF:0000024	PomBase
GO:0043614	multi-eIF complex	SPAC32A11.04c	tif212	translation initiation factor eIF2 beta subunit	ISO	GO_REF:0000024	PomBase
GO:0043614	multi-eIF complex	SPBC17D11.05	tif301	translation initiation factor eIF3a	IBA	GO_REF:0000033	GO_Central
GO:0043625	delta DNA polymerase complex	SPAC27E2.05	cdc1	DNA polymerase delta small subunit Cdc1	IDA	PMID:10671561,PMID:12124382,PMID:9326594	PomBase
GO:0043625	delta DNA polymerase complex	SPBC12D12.02c	cdm1	DNA polymerase delta subunit Cdm1	IDA	PMID:10671561,PMID:12124382,PMID:9326594	PomBase
GO:0043625	delta DNA polymerase complex	SPBC1734.02c	cdc27	DNA polymerase delta subunit Cdc27	IDA	PMID:10671561,PMID:12124382,PMID:9326594	PomBase
GO:0043625	delta DNA polymerase complex	SPBC336.04	cdc6	DNA polymerase delta catalytic subunit Cdc6	IDA	PMID:10671561,PMID:12124382,PMID:9326594	PomBase
GO:0043626	PCNA complex	SPBC16D10.09	pcn1	PCNA	IDA	PMID:8663159,PMID:9563836	PomBase
GO:0044611	nuclear pore inner ring	SPAC890.06	nup155	nucleoporin, WD repeat Nup155	IBA	GO_REF:0000033	GO_Central
GO:0044611	nuclear pore inner ring	SPAP27G11.10c	nup184	nucleoporin Nup184	IBA	GO_REF:0000033	GO_Central
GO:0044611	nuclear pore inner ring	SPCC290.03c	nup186	nucleoporin Nup186	IBA	GO_REF:0000033	GO_Central
GO:0044612	nuclear pore linkers	SPBC13A2.02	nup82	nucleoporin, WD repeat Nup82	ISO	GO_REF:0000024	PomBase
GO:0044613	nuclear pore central transport channel	SPAC15F9.03c	nxt2	nuclear import protein Nxt2	IBA	GO_REF:0000033	GO_Central
GO:0044613	nuclear pore central transport channel	SPAC19E9.01c	nup40	nucleoporin Nup40	IBA	GO_REF:0000033	GO_Central
GO:0044613	nuclear pore central transport channel	SPAC23D3.06c	nup146	nucleoporin, WD repeat Nup146	ISO	GO_REF:0000024	PomBase
GO:0044613	nuclear pore central transport channel	SPAC26A3.15c	nsp1	nucleoporin Nsp1	IBA	GO_REF:0000033	GO_Central
GO:0044613	nuclear pore central transport channel	SPAPB1A10.03	nxt1	mRNA export receptor Nxt1	IBA	GO_REF:0000033	GO_Central
GO:0044613	nuclear pore central transport channel	SPBC19G7.15	nup44	nucleoporin Nup44	IBA	GO_REF:0000033	GO_Central
GO:0044614	nuclear pore cytoplasmic filaments	SPAC1486.05	nup189	nucleoporin Nup98 and Nup96	IBA	GO_REF:0000033	GO_Central
GO:0044614	nuclear pore cytoplasmic filaments	SPAC23D3.06c	nup146	nucleoporin, WD repeat Nup146	ISO	GO_REF:0000024	PomBase
GO:0044614	nuclear pore cytoplasmic filaments	SPBC13A2.02	nup82	nucleoporin, WD repeat Nup82	ISO	GO_REF:0000024	PomBase
GO:0044614	nuclear pore cytoplasmic filaments	SPBC31E1.05	gle1	RNA export factor, cytoplasmic nucleoporin Gle1	IBA	GO_REF:0000033	GO_Central
GO:0044615	nuclear pore nuclear basket	SPAC1486.04c	alm1	nucleoporin Alm1	EXP	PMID:32848252	PomBase
GO:0044615	nuclear pore nuclear basket	SPAC1486.04c	alm1	nucleoporin Alm1	IMP	PMID:28974540	PomBase
GO:0044615	nuclear pore nuclear basket	SPAC19E9.01c	nup40	nucleoporin Nup40	IBA	GO_REF:0000033	GO_Central
GO:0044615	nuclear pore nuclear basket	SPAC26A3.15c	nsp1	nucleoporin Nsp1	ISO	GO_REF:0000024	PomBase
GO:0044615	nuclear pore nuclear basket	SPCC162.08c	nup211	nucleoporin nup211	EXP	PMID:32848252	PomBase
GO:0044615	nuclear pore nuclear basket	SPCC1753.05	rsm1	pre-mRNA leakage protein Rsm1	ISO	PMID:34440706	PomBase
GO:0044615	nuclear pore nuclear basket	SPCC285.13c	nup60	nucleoporin Nup60	IEA	GO_REF:0000002	InterPro
GO:0044695	Dsc E3 ubiquitin ligase complex	SPAC1486.02c	dsc2	Golgi Dsc E3 ligase complex transmembrane subunit, C-terminal UBA domain Dsc2	IDA	PMID:21504829	PomBase
GO:0044695	Dsc E3 ubiquitin ligase complex	SPAC1486.02c	dsc2	Golgi Dsc E3 ligase complex transmembrane subunit, C-terminal UBA domain Dsc2	IPI	PMID:28202541	PomBase
GO:0044695	Dsc E3 ubiquitin ligase complex	SPAC20H4.02	dsc3	Golgi Dsc E3 ligase complex subunit Dsc3	IDA	PMID:21504829	PomBase
GO:0044695	Dsc E3 ubiquitin ligase complex	SPAC20H4.02	dsc3	Golgi Dsc E3 ligase complex subunit Dsc3	IPI	PMID:28202541	PomBase
GO:0044695	Dsc E3 ubiquitin ligase complex	SPAC4D7.11	dsc4	Golgi Dsc E3 ligase complex subunit Dsc4	IDA	PMID:21504829	PomBase
GO:0044695	Dsc E3 ubiquitin ligase complex	SPAC4D7.11	dsc4	Golgi Dsc E3 ligase complex subunit Dsc4	IPI	PMID:28202541	PomBase
GO:0044695	Dsc E3 ubiquitin ligase complex	SPBC2A9.04c	san1	sir antagonist, ubiquitin-protein ligase E3	IBA	GO_REF:0000033	GO_Central
GO:0044695	Dsc E3 ubiquitin ligase complex	SPBC947.10	dsc1	Golgi Dsc E3 ligase complex subunit Dsc1	IDA	PMID:21504829	PomBase
GO:0044695	Dsc E3 ubiquitin ligase complex	SPBC947.10	dsc1	Golgi Dsc E3 ligase complex subunit Dsc1	IPI	PMID:28202541	PomBase
GO:0044695	Dsc E3 ubiquitin ligase complex	SPCC285.11	dsc5	UBX domain Sre1 cleavage protein	IPI	PMID:28202541	PomBase
GO:0044816	Nsk1-Dlc1 complex	SPAC1805.08	dlc1	dynein light chain Dlc1	IDA	PMID:22065639	PomBase
GO:0044816	Nsk1-Dlc1 complex	SPAC3G9.01	nsk1	Clp1-interacting, microtubule plus-end binding Nsk1	IDA	PMID:22065639	PomBase
GO:0045025	mitochondrial degradosome	SPAC637.11	rpm2	mitochondrial ATP-dependent RNA helicase Rpm2	IBA	GO_REF:0000033	GO_Central
GO:0045160	myosin I complex	SPAC29A4.05	cam2	myosin I light chain Cam2	IDA	PMID:15504913	PomBase
GO:0045160	myosin I complex	SPAC3A12.14	cam1	calmodulin Cam1	IPI	PMID:11260263	PomBase
GO:0045160	myosin I complex	SPBC146.13c	myo1	myosin type I	IPI	PMID:11260263	PomBase
GO:0045242	isocitrate dehydrogenase complex (NAD+)	SPAC11G7.03	idh1	isocitrate dehydrogenase (NAD+) subunit 1 Idh1	ISO	GO_REF:0000114	ComplexPortal
GO:0045242	isocitrate dehydrogenase complex (NAD+)	SPBC902.05c	idh2	isocitrate dehydrogenase (NAD+) subunit 2	ISO	GO_REF:0000114	ComplexPortal
GO:0045252	oxoglutarate dehydrogenase complex	SPAC1002.09c	dld1	mitochondrial dihydrolipoamide dehydrogenase (e3 component of oxoglutarate dehydrogenase complex) Dld1	IBA	GO_REF:0000033	GO_Central
GO:0045252	oxoglutarate dehydrogenase complex	SPBC3H7.03c	kgd1	mitochondrial 2-oxoglutarate dehydrogenase (lipoamide) (e1 component of oxoglutarate dehydrogenase complex), Kgd1	IBA	GO_REF:0000033	GO_Central
GO:0045252	oxoglutarate dehydrogenase complex	SPBC776.15c	kgd2	mitochondrial dihydrolipoamide S-succinyltransferase, (e2 component of oxoglutarate dehydrogenase complex) Kgd2	IEA	GO_REF:0000002	InterPro
GO:0045254	pyruvate dehydrogenase complex	SPAC1002.09c	dld1	mitochondrial dihydrolipoamide dehydrogenase (e3 component of oxoglutarate dehydrogenase complex) Dld1	ISO	GO_REF:0000024	PomBase
GO:0045254	pyruvate dehydrogenase complex	SPAC26F1.03	pda1	pyruvate dehydrogenase e1 component alpha subunit Pda1	ISS	GO_REF:0000024	PomBase
GO:0045254	pyruvate dehydrogenase complex	SPAC644.11c	pkp1	mitochondrial pyruvate dehydrogenase (lipoamide) kinase Pkp1	ISS	GO_REF:0000024	PomBase
GO:0045254	pyruvate dehydrogenase complex	SPBC30D10.13c	pdb1	pyruvate dehydrogenase e1 component beta subunit Pdb1	IBA	GO_REF:0000033	GO_Central
GO:0045254	pyruvate dehydrogenase complex	SPCC1259.09c	pdx1	pyruvate dehydrogenase protein x component, Pdx1	IBA	GO_REF:0000033	GO_Central
GO:0045254	pyruvate dehydrogenase complex	SPCC794.07	lat1	dihydrolipoamide S-acetyltransferase E2, Lat1	IBA	GO_REF:0000033	GO_Central
GO:0045265	proton-transporting ATP synthase, stator stalk	SPBC1604.07	atp4	F1-FO ATP synthase peripheral stalk-membrane subunit, Atp4	ISS	GO_REF:0000024	PomBase
GO:0045265	proton-transporting ATP synthase, stator stalk	SPBC29A10.13	atp7	F1-FO ATP synthase peripheral stalk subunit d	ISS	GO_REF:0000024	PomBase
GO:0045265	proton-transporting ATP synthase, stator stalk	SPCC1840.06	atp5	F1-FO ATP synthase peripheral stalk subunit OSCP Atp5	ISO	GO_REF:0000024	PomBase
GO:0045269	proton-transporting ATP synthase, central stalk	SPAC222.12c	atp2	F1-FO ATP synthase beta subunit Atp2	IGI	PMID:6228552	PomBase
GO:0045269	proton-transporting ATP synthase, central stalk	SPBC13E7.04	atp16	F1-FO ATP synthase delta subunit	ISS	GO_REF:0000024	PomBase
GO:0045269	proton-transporting ATP synthase, central stalk	SPBC1734.13	atp3	F1-FO ATP synthase gamma subunit	ISS	GO_REF:0000024	PomBase
GO:0045269	proton-transporting ATP synthase, central stalk	SPBC31F10.15c	atp15	F1-FO ATP synthase epsilon subunit	ISO	GO_REF:0000024	PomBase
GO:0045273	respiratory chain complex II (succinate dehydrogenase)	SPAC140.01	sdh2	succinate dehydrogenase (ubiquinone) iron-sulfur protein subunit	ISS	GO_REF:0000024	PomBase
GO:0045273	respiratory chain complex II (succinate dehydrogenase)	SPAC1556.02c	sdh1	succinate dehydrogenase Sdh1	IBA	GO_REF:0000033	GO_Central
GO:0045273	respiratory chain complex II (succinate dehydrogenase)	SPBP23A10.16	tim18	TIM22 inner membrane protein import complex and succinate dehydrogenase (SDH) anchor subunit Tim18	IBA	GO_REF:0000033	GO_Central
GO:0045273	respiratory chain complex II (succinate dehydrogenase)	SPCC330.12c	sdh3	succinate dehydrogenase (ubiquinone) cytochrome b subunit	IBA	GO_REF:0000033	GO_Central
GO:0045275	respiratory chain complex III	SPAC1782.07	qcr8	ubiquinol-cytochrome-c reductase complex subunit 7	IBA	GO_REF:0000033	GO_Central
GO:0045275	respiratory chain complex III	SPBC16C6.08c	qcr6	ubiquinol-cytochrome-c reductase complex subunit 8, hinge protein Qcr6	IBA	GO_REF:0000033	GO_Central
GO:0045275	respiratory chain complex III	SPBC16H5.06	rip1	ubiquinol-cytochrome-c reductase complex subunit 5, Rieske iron-sulfur protein, Rip1	IGI	PMID:8663290	PomBase
GO:0045275	respiratory chain complex III	SPBC29A3.18	cyt1	cytochrome c1 Cyt1	IBA	GO_REF:0000033	GO_Central
GO:0045275	respiratory chain complex III	SPBP4H10.08	qcr10	ubiquinol-cytochrome-c reductase complex, Reiske ISP-associated subunit Qcr10	ISO	GO_REF:0000024	PomBase
GO:0045275	respiratory chain complex III	SPCC1682.01	qcr9	ubiquinol-cytochrome-c reductase complex subunit 9	IBA	GO_REF:0000033	GO_Central
GO:0045275	respiratory chain complex III	SPCC613.10	qcr2	ubiquinol-cytochrome-c reductase complex core protein Qcr2	ISS	GO_REF:0000024	PomBase
GO:0045275	respiratory chain complex III	SPCC737.02c	qcr7	ubiquinol-cytochrome-c reductase complex subunit 6	IBA	GO_REF:0000033	GO_Central
GO:0045275	respiratory chain complex III	SPMIT.05	cob1	cytochrome b, Cob1	IBA	GO_REF:0000033	GO_Central
GO:0045277	respiratory chain complex IV	SPAC1296.02	cox4	cytochrome c oxidase subunit IV	IDA	PMID:36797353	PomBase
GO:0045277	respiratory chain complex IV	SPAC1565.01	rcf2	cytochrome c oxidase subunit Rcf2	IDA	PMID:36797353	PomBase
GO:0045277	respiratory chain complex IV	SPAC1B2.04	cox6	cytochrome c oxidase subunit VI	IDA	PMID:36797353	PomBase
GO:0045277	respiratory chain complex IV	SPAC24C9.16c	cox8	cytochrome c oxidase subunit VIII	IDA	PMID:36797353	PomBase
GO:0045277	respiratory chain complex IV	SPBC2F12.17	cox7	cytochrome c oxidase subunit VII Cox7	IDA	PMID:36797353	PomBase
GO:0045277	respiratory chain complex IV	SPCC1259.05c	cox9	cytochrome c oxidase subunit VIIa	IDA	PMID:36797353	PomBase
GO:0045277	respiratory chain complex IV	SPCC1442.08c	cox12	cytochrome c oxidase protein VIb	IDA	PMID:36797353	PomBase
GO:0045277	respiratory chain complex IV	SPCC1739.09c	cox13	cytochrome c oxidase subunit VIa	IDA	PMID:36797353	PomBase
GO:0045277	respiratory chain complex IV	SPCC338.10c	cox5	cytochrome c oxidase subunit V	IDA	PMID:36797353	PomBase
GO:0045277	respiratory chain complex IV	SPMIT.01	cox1	cytochrome c oxidase subunit 1	IDA	PMID:36797353	PomBase
GO:0045277	respiratory chain complex IV	SPMIT.04	cox3	cytochrome c oxidase subunit 3 (cytochrome a3 subunit)	IDA	PMID:36797353	PomBase
GO:0045277	respiratory chain complex IV	SPMIT.11	cox2	cytochrome c oxidase subunit 2	IDA	PMID:36797353	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPAC167.03c	snu66	U4/U6 x U5 tri-snRNP complex subunit Snu66	IDA	PMID:21386897	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPAC227.12	rna4	U4/U6 x U5 tri-snRNP complex WD repeat subunit Rna4	IDA	PMID:21386897	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPAC22E12.02	SPAC22E12.02	splicing factor, WW domain -binding Rbm42	ISO	GO_REF:0000024	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPAC22F3.11c	snu23	U4/U6 x U5 tri-snRNP complex subunit Snu23	IDA	PMID:21386897	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPAC26A3.08	smb1	Sm snRNP core protein Smb1	IBA	GO_REF:0000033	GO_Central
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPAC27D7.07c	smd1	Sm snRNP core protein Smd1	ISS	GO_REF:0000024	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPAC29E6.02	prp3	U4/U6 x U5 tri-snRNP complex subunit Prp3	IDA	PMID:21386897	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPAC2C4.03c	smd2	Sm snRNP core protein Smd2	IBA	GO_REF:0000033	GO_Central
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPAC2F3.17c	lsm6	Lsm2-8 complex subunit Lsm6	IBA	GO_REF:0000033	GO_Central
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPAC4F8.12c	spp42	U5 snRNP complex subunit Spp42	ISS	GO_REF:0000024	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPAC607.03c	snu13	U3 snoRNP-associated protein Snu13	IBA	GO_REF:0000033	GO_Central
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPAC9.03c	brr2	U5 snRNP complex ATPase subunit Brr2	ISO	GO_REF:0000024	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPBC119.13c	prp31	U4/U6 x U5 tri-snRNP complex subunit Prp31	IDA	PMID:21386897	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPBC11G11.06c	sme1	Sm snRNP core protein Sme1	IBA	GO_REF:0000033	GO_Central
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPBC19C2.08	prp38	U4/U6 x U5 tri-snRNP complex subunit Prp38	IDA	PMID:21386897	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPBC19C2.14	smd3	Sm snRNP core protein Smd3	ISS	GO_REF:0000024	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPBC20F10.09	lsm5	Lsm2-8 complex subunit Lsm5	IBA	GO_REF:0000033	GO_Central
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPBC215.12	cwf10	U5 snRNP GTPase subunit Cwf10	IBA	GO_REF:0000033	GO_Central
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPBC30D10.06	lsm4	Lsm2-8 complex subunit Lsm4	ISO	GO_REF:0000024	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPBC3E7.14	smf1	Sm snRNP core protein Smf1	ISO	GO_REF:0000024	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPBC4B4.05	smg1	Sm snRNP core protein Smg1	ISS	GO_REF:0000024	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPBC577.07	ubp10	ubiquitin C-terminal hydrolase Ubp10	ISS	GO_REF:0000024	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPBC6B1.07	prp1	U4/U6 x U5 tri-snRNP complex subunit Prp1	IDA	PMID:21386897	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPBC9B6.05c	lsm3	Lsm2-8 complex subunit Lsm3	IBA	GO_REF:0000033	GO_Central
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPCC126.14	prp18	U5 snRNP-associated protein Prp18	IBA	GO_REF:0000033	GO_Central
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPCC162.01c	snp27	U4/U6 x U5 tri-snRNP complex subunit Snp27	ISS	GO_REF:0000024	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPCC1620.01c	lsm2	Lsm2-8 complex subunit Lsm2	IBA	GO_REF:0000033	GO_Central
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPCC16A11.05c	dim1	U4/U6 x U5 tri-snRNP complex subunit Dim1	IBA	GO_REF:0000033	GO_Central
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPCC1840.10	lsm8	Lsm2-8 complex subunit Lsm8	IBA	GO_REF:0000033	GO_Central
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPCC285.12	lsm7	Lsm2-8 complex subunit Lsm7	ISO	GO_REF:0000024	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPSNRNA.05	snu5	small nuclear RNA U5	ISO	GO_REF:0000024	PomBase
GO:0046540	U4/U6 x U5 tri-snRNP complex	SPSNRNA.06	snu6	small nuclear RNA U6	ISO	GO_REF:0000024	PomBase
GO:0048188	Set1C/COMPASS complex	SPAC17G8.09	shg1	Set1C complex subunit Shg1	IDA	PMID:12488447	PomBase
GO:0048188	Set1C/COMPASS complex	SPAC23H3.05c	swd1	Set1C complex WD repeat subunit Swd1	IDA	PMID:12488447	PomBase
GO:0048188	Set1C/COMPASS complex	SPBC13G1.08c	ash2	Set1C complex and Lid2 complex subunit Ash2-trithorax family	IDA	PMID:12488447	PomBase
GO:0048188	Set1C/COMPASS complex	SPBC18H10.06c	swd2	Set1C complex WD repeat subunit Swd2.1	IDA	PMID:12488447	PomBase
GO:0048188	Set1C/COMPASS complex	SPBC354.03	swd3	Set1C complex WD repeat subunit Swd3	IDA	PMID:12488447	PomBase
GO:0048188	Set1C/COMPASS complex	SPCC18.11c	sdc1	Set1C complex and Lid2 complex subunit, Dpy-30 domain Sdc1	IDA	PMID:12488447	PomBase
GO:0048188	Set1C/COMPASS complex	SPCC306.04c	set1	histone H3-K4 methyltransferase, Set1C/COMPASS complex, Set1	IDA	PMID:12488447	PomBase
GO:0048188	Set1C/COMPASS complex	SPCC594.05c	spf1	Set1C PHD finger subunit Spf1	IDA	PMID:12488447	PomBase
GO:0048189	Lid2 complex	SPAC3H1.12c	snt2	Lid2 complex PHD finger subunit Snt2	IDA	PMID:12488447	PomBase
GO:0048189	Lid2 complex	SPBC13G1.08c	ash2	Set1C complex and Lid2 complex subunit Ash2-trithorax family	IDA	PMID:12488447	PomBase
GO:0048189	Lid2 complex	SPBC83.07	jmj3	histone demethylase H3-K36 specific, Lid2 complex subunit Jmj3	IDA	PMID:12488447	PomBase
GO:0048189	Lid2 complex	SPBP19A11.06	lid2	histone demethylase (H3-trimethyl-K4 specific), Lid2 complex subunit Lid2	IDA	PMID:12488447	PomBase
GO:0048189	Lid2 complex	SPCC18.11c	sdc1	Set1C complex and Lid2 complex subunit, Dpy-30 domain Sdc1	IDA	PMID:12488447	PomBase
GO:0048476	Holliday junction resolvase complex	SPAPB1E7.06c	eme1	Holliday junction resolvase subunit Eme1	IDA	PMID:11719193	PomBase
GO:0048476	Holliday junction resolvase complex	SPCC4G3.05c	mus81	Holliday junction resolvase subunit Mus81	IDA	PMID:11719193,PMID:14527419	PomBase
GO:0052718	tRNA-specific adenosine-34 deaminase complex	SPAP27G11.04c	tad3	tRNA specific adenosine-34 deaminase subunit Tad3	IDA	PMID:17875641	PomBase
GO:0052718	tRNA-specific adenosine-34 deaminase complex	SPBC16D10.10	tad2	tRNA specific adenosine-34 deaminase subunit Tad2	IDA	PMID:17875641	PomBase
GO:0055087	Ski complex	SPBC32F12.02	rec14	Ski complex WD repeat subunit Ski8	ISO	GO_REF:0000024	PomBase
GO:0055087	Ski complex	SPCC1919.05	ski3	Ski complex TPR repeat subunit Ski3	IBA	GO_REF:0000033	GO_Central
GO:0055087	Ski complex	SPCC550.03c	ski2	Ski complex RNA helicase Ski2	IBA	GO_REF:0000033	GO_Central
GO:0061574	ASAP complex	SPBC13G1.14c	rns1	exon junction complex associated RNA-binding protein Rns1	IBA	GO_REF:0000033	GO_Central
GO:0061574	ASAP complex	SPCC126.13c	sap18	exon junction complex associated protein Sap18	ISS	GO_REF:0000024	PomBase
GO:0061617	MICOS complex	SPAPJ691.03	mic10	MICOS complex subunit Mic10	EXP	PMID:38692277	PomBase
GO:0061617	MICOS complex	SPBC25H2.09	mic19	MICOS complex subunit Mic19/25	EXP	PMID:38692277	PomBase
GO:0061617	MICOS complex	SPBC3E7.05c	mic60	MICOS complex subunit Mic60	EXP	PMID:38692277	PomBase
GO:0061617	MICOS complex	SPCC1442.05c	mic26	MICOS complex subunit Mic23/26/27	EXP	PMID:38692277	PomBase
GO:0061671	Cbp3p-Cbp6 complex	SPBC947.14c	cbp6	mitochondrial complex III assembly protein Cbp6	IBA	GO_REF:0000033	GO_Central
GO:0061700	GATOR2 complex	SPAC11E3.05	sea3	GATOR2-SEACAT complex/GATOR1-SEACIT GTPase complex ubiquitin-protein ligase E3 subunit Sea3	IPI	PMID:33534698	PomBase
GO:0061700	GATOR2 complex	SPAC12G12.01c	sea4	GATOR2-SEACAT complex ubiquitin-protein ligase E3 subunit Sea4	IPI	PMID:33534698	PomBase
GO:0061700	GATOR2 complex	SPAC15F9.02	seh1	GATOR2-SEACAT complex WD repeat subunit Seh1	IPI	PMID:33534698	PomBase
GO:0061700	GATOR2 complex	SPAC4F8.11	sea2	GATOR2-SEACAT complex WD repeat subunit Sea2	IPI	PMID:33534698	PomBase
GO:0061700	GATOR2 complex	SPBC215.15	sec13	GATOR2-SEACAT complex/COPII-coated vesicle component/nuclear pore outer ring WD repeat protein Sec13	IPI	PMID:33534698	PomBase
GO:0061838	CENP-T-W-S-X complex	SPAC17G8.15	wip1	CENP-W ortholog	TAS	PMID:34810257	PomBase
GO:0061838	CENP-T-W-S-X complex	SPBC2D10.16	mhf1	CENP-S ortholog, FANCM-MHF complex subunit Mhf1	TAS	PMID:34810257	PomBase
GO:0061838	CENP-T-W-S-X complex	SPBC800.13	cnp20	CENP-T histone fold, kinetochore scaffold protein	TAS	PMID:34810257	PomBase
GO:0061838	CENP-T-W-S-X complex	SPCC576.12c	mhf2	CENP-X ortholog, FANCM-MHF complex subunit Mhf2	TAS	PMID:34810257	PomBase
GO:0061957	NVT complex	SPBC1921.05	ape2	vacuolar aminopeptidase Ape2	IPI	PMID:26365378	PomBase
GO:0061957	NVT complex	SPBP35G2.11c	nbr1	cargo receptor for selective autophagy pathway	IPI	PMID:26365378	PomBase
GO:0061957	NVT complex	SPCC1322.05c	lap2	vacuolar aminopeptidase Lap2	IPI	PMID:26365378	PomBase
GO:0062071	Pi Mi complex	SPBC23G7.17c	mat1-Mi	M-specific trancription factor Mi	EXP	PMID:30089908	PomBase
GO:0062071	Pi Mi complex	SPMTR.02	mat2-Pi	silenced P-specific trancription factor Pi	EXP	PMID:30089908	PomBase
GO:0070187	shelterin complex	SPAC16A10.07c	taz1	shelterin complex subunit Taz1	IDA	PMID:24244195	PomBase
GO:0070187	shelterin complex	SPAC19G12.13c	poz1	shelterin complex subunit Poz1	IDA	PMID:18535244	PomBase
GO:0070187	shelterin complex	SPAC19G12.13c	poz1	shelterin complex subunit Poz1	IPI	PMID:29149597	PomBase
GO:0070187	shelterin complex	SPAC26H5.06	pot1	shelterin complex subunit Pot1	IC	PMID:15637058	PomBase
GO:0070187	shelterin complex	SPAC6F6.16c	tpz1	shelterin complex subunit Tpz1	IDA	PMID:18535244	PomBase
GO:0070187	shelterin complex	SPAC6F6.16c	tpz1	shelterin complex subunit Tpz1	IPI	PMID:29149597	PomBase
GO:0070187	shelterin complex	SPBC1778.02	rap1	shelterin complex telomere binding subunit Rap1	IPI	PMID:29149597	PomBase
GO:0070187	shelterin complex	SPCC188.07	ccq1	shelterin complex HEAT repeat subunit Ccq1	IDA	PMID:18535244	PomBase
GO:0070210	Rpd3L-Expanded complex	SPAC14C4.12c	laf1	Clr6 associated factor 1 Laf1	IDA	PMID:19040720	PomBase
GO:0070210	Rpd3L-Expanded complex	SPAC22E12.11c	set3	histone H3 lysine methyltransferase Set3	IDA	PMID:19040720	PomBase
GO:0070210	Rpd3L-Expanded complex	SPAC22E12.19	snt1	Set3 complex SANT/Myb domain subunit Snt1	IDA	PMID:19040720	PomBase
GO:0070210	Rpd3L-Expanded complex	SPAC25B8.02	sds3	Clr6 and Rpd3L histone deacetylase complex subunit Sds3	IDA	PMID:19040720	PomBase
GO:0070210	Rpd3L-Expanded complex	SPAC29A4.18	prw1	histone chaperone, Clr6 and Rpd3L complex WD repeat subunit Prw1	IDA	PMID:19040720	PomBase
GO:0070210	Rpd3L-Expanded complex	SPAC3G9.07c	hos2	histone deacetylase (class I) Hos2	IDA	PMID:19040720	PomBase
GO:0070210	Rpd3L-Expanded complex	SPBC12C2.10c	pst1	Clr6 I prime and Rpd3L histone deacetylase complex subunit Pst1	IDA	PMID:19040720	PomBase
GO:0070210	Rpd3L-Expanded complex	SPBC1685.08	cti6	Rpd3L histone deacetylase complex PHD finger subunit Cti6	IDA	PMID:19040720	PomBase
