systematic_id	gene_name	peptide_id	domain_id	database	seq_start	seq_end
SPBC4F6.09	str1	SPBC4F6.09.1:pep	PS50850	PROFILE	92	596
SPBC4F6.09	str1	SPBC4F6.09.1:pep	PTHR23501	PANTHER	84	598
SPBC4F6.09	str1	SPBC4F6.09.1:pep	SSF103473	SUPERFAMILY	93	316
SPBC4F6.09	str1	SPBC4F6.09.1:pep	SSF103473	SUPERFAMILY	321	522
SPBC4F6.09	str1	SPBC4F6.09.1:pep	cd17322	CDD	93	595
SPBC4F6.10	vps901	SPBC4F6.10.1:pep	G3DSA:1.10.246.120	Gene3D	122	201
SPBC4F6.10	vps901	SPBC4F6.10.1:pep	G3DSA:1.10.8.10	Gene3D	522	572
SPBC4F6.10	vps901	SPBC4F6.10.1:pep	G3DSA:1.20.1050.80	Gene3D	215	376
SPBC4F6.10	vps901	SPBC4F6.10.1:pep	PF02204	PFAM	253	352
SPBC4F6.10	vps901	SPBC4F6.10.1:pep	PF02845	PFAM	533	572
SPBC4F6.10	vps901	SPBC4F6.10.1:pep	PF18151	PFAM	132	196
SPBC4F6.10	vps901	SPBC4F6.10.1:pep	PS51140	PROFILE	530	572
SPBC4F6.10	vps901	SPBC4F6.10.1:pep	PS51205	PROFILE	219	357
SPBC4F6.10	vps901	SPBC4F6.10.1:pep	PTHR23101	PANTHER	26	388
SPBC4F6.10	vps901	SPBC4F6.10.1:pep	SM00167	SMART	251	366
SPBC4F6.10	vps901	SPBC4F6.10.1:pep	SM00546	SMART	530	572
SPBC4F6.10	vps901	SPBC4F6.10.1:pep	SSF109993	SUPERFAMILY	110	368
SPBC4F6.10	vps901	SPBC4F6.10.1:pep	SSF46934	SUPERFAMILY	523	572
SPBC4F6.11c	asn2	SPBC4F6.11c.1:pep	G3DSA:3.40.50.620	Gene3D	216	539
SPBC4F6.11c	asn2	SPBC4F6.11c.1:pep	G3DSA:3.60.20.10	Gene3D	5	184
SPBC4F6.11c	asn2	SPBC4F6.11c.1:pep	PF00733	PFAM	435	519
SPBC4F6.11c	asn2	SPBC4F6.11c.1:pep	PF13537	PFAM	67	165
SPBC4F6.11c	asn2	SPBC4F6.11c.1:pep	PS51278	PROFILE	2	193
SPBC4F6.11c	asn2	SPBC4F6.11c.1:pep	PTHR45937	PANTHER	1	539
SPBC4F6.11c	asn2	SPBC4F6.11c.1:pep	SSF52402	SUPERFAMILY	252	537
SPBC4F6.11c	asn2	SPBC4F6.11c.1:pep	SSF56235	SUPERFAMILY	1	166
SPBC4F6.11c	asn2	SPBC4F6.11c.1:pep	cd01991	CDD	255	525
SPBC4F6.11c	asn2	SPBC4F6.11c.1:pep	cd03766	CDD	1	180
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	G3DSA:2.10.110.10	Gene3D	247	311
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	G3DSA:2.10.110.10	Gene3D	312	371
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	G3DSA:2.10.110.10	Gene3D	372	434
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	PF00412	PFAM	258	314
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	PF00412	PFAM	318	373
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	PF00412	PFAM	378	428
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	PS00478	PROSITE	378	411
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	PS50023	PROFILE	256	316
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	PS50023	PROFILE	376	435
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	PTHR24205	PANTHER	112	430
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	SM00132	SMART	257	309
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	SM00132	SMART	317	369
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	SM00132	SMART	377	428
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	SSF57716	SUPERFAMILY	284	347
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	SSF57716	SUPERFAMILY	344	408
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	cd08368	CDD	258	310
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	cd08368	CDD	318	370
SPBC4F6.12	pxl1	SPBC4F6.12.1:pep	cd08368	CDD	378	428
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	G3DSA:2.130.10.10	Gene3D	362	740
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	MF_03027	HAMAP	1	740
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	PF00400	PFAM	374	410
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	PF00400	PFAM	612	642
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	PF00400	PFAM	648	684
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	PF00400	PFAM	700	739
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	PF08145	PFAM	124	372
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	PS00678	PROSITE	398	412
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	PS50082	PROFILE	379	420
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	PS50082	PROFILE	653	684
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	PS50294	PROFILE	379	416
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	PTHR17605	PANTHER	17	740
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	SM00320	SMART	372	411
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	SM00320	SMART	518	559
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	SM00320	SMART	562	600
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	SM00320	SMART	603	642
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	SM00320	SMART	646	685
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	SM00320	SMART	697	740
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	SM01035	SMART	124	372
SPBC4F6.13c	erb1	SPBC4F6.13c.1:pep	SSF50978	SUPERFAMILY	336	739
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	G3DSA:3.30.70.330	Gene3D	1	88
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	G3DSA:3.30.70.330	Gene3D	89	193
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	G3DSA:3.30.70.330	Gene3D	266	395
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	G3DSA:3.30.70.330	Gene3D	462	578
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	PF00076	PFAM	7	76
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	PF00076	PFAM	109	178
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	PF00076	PFAM	279	337
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	PF00076	PFAM	523	569
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	PS50102	PROFILE	5	83
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	PS50102	PROFILE	107	185
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	PS50102	PROFILE	277	386
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	PS50102	PROFILE	486	579
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	PTHR48039	PANTHER	1	95
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	SM00360	SMART	6	79
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	SM00360	SMART	108	181
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	SM00360	SMART	278	350
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	SM00360	SMART	463	573
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	SM00361	SMART	6	79
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	SM00361	SMART	108	181
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	SSF54928	SUPERFAMILY	3	87
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	SSF54928	SUPERFAMILY	104	187
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	SSF54928	SUPERFAMILY	278	336
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	SSF54928	SUPERFAMILY	532	568
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	cd12674	CDD	5	84
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	cd12675	CDD	107	189
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	cd12676	CDD	276	390
SPBC4F6.14	nop4	SPBC4F6.14.1:pep	cd12677	CDD	458	614
SPBC4F6.15c	swi10	SPBC4F6.15c.1:pep	G3DSA:1.10.150.20	Gene3D	157	244
SPBC4F6.15c	swi10	SPBC4F6.15c.1:pep	G3DSA:3.40.50.10130	Gene3D	41	156
SPBC4F6.15c	swi10	SPBC4F6.15c.1:pep	PF03834	PFAM	42	155
SPBC4F6.15c	swi10	SPBC4F6.15c.1:pep	PF14520	PFAM	180	230
SPBC4F6.15c	swi10	SPBC4F6.15c.1:pep	PTHR12749	PANTHER	28	246
SPBC4F6.15c	swi10	SPBC4F6.15c.1:pep	SSF47781	SUPERFAMILY	164	236
SPBC4F6.15c	swi10	SPBC4F6.15c.1:pep	SSF52980	SUPERFAMILY	42	168
SPBC4F6.15c	swi10	SPBC4F6.15c.1:pep	TIGR00597	NCBIFAM	41	152
SPBC4F6.15c	swi10	SPBC4F6.15c.1:pep	cd22325	CDD	41	168
SPBC4F6.16c	ero11	SPBC4F6.16c.1:pep	PF04137	PFAM	42	410
SPBC4F6.16c	ero11	SPBC4F6.16c.1:pep	PIRSF017205	PIRSF	16	465
SPBC4F6.16c	ero11	SPBC4F6.16c.1:pep	PTHR12613	PANTHER	24	421
SPBC4F6.16c	ero11	SPBC4F6.16c.1:pep	SSF110019	SUPERFAMILY	32	416
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	G3DSA:1.10.8.60	Gene3D	700	801
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	G3DSA:3.40.50.300	Gene3D	85	275
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	G3DSA:3.40.50.300	Gene3D	276	478
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	G3DSA:3.40.50.300	Gene3D	484	699
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	PF00004	PFAM	137	241
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	PF07724	PFAM	530	693
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	PF10431	PFAM	700	779
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	PF17871	PFAM	275	377
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	PR00300	PRINTS	535	553
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	PR00300	PRINTS	580	598
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	PR00300	PRINTS	609	627
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	PR00300	PRINTS	642	656
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	PS00870	PROSITE	227	239
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	PS00871	PROSITE	565	583
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	PTHR11638	PANTHER	76	787
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	SM00382	SMART	131	276
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	SM00382	SMART	531	674
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	SM01086	SMART	700	789
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	SSF52540	SUPERFAMILY	93	479
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	SSF52540	SUPERFAMILY	480	789
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	cd00009	CDD	114	267
SPBC4F6.17c	hsp78	SPBC4F6.17c.1:pep	cd19499	CDD	492	697
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	G3DSA:3.40.50.300	Gene3D	5	180
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	PF00025	PFAM	6	176
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	PR00328	PRINTS	19	42
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	PR00328	PRINTS	47	71
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	PR00328	PRINTS	74	99
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	PR00328	PRINTS	119	140
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	PS51417	PROFILE	11	177
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	PTHR11711	PANTHER	1	178
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	SM00175	SMART	18	180
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	SM00177	SMART	1	180
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	SM00178	SMART	1	177
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	SSF52540	SUPERFAMILY	14	179
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	TIGR00231	NCBIFAM	16	143
SPBC4F6.18c	arf1	SPBC4F6.18c.1:pep	cd04150	CDD	18	176
SPBC530.01	gyp1	SPBC530.01.1:pep	G3DSA:1.10.10.750	Gene3D	188	242
SPBC530.01	gyp1	SPBC530.01.1:pep	G3DSA:1.10.472.80	Gene3D	378	514
SPBC530.01	gyp1	SPBC530.01.1:pep	G3DSA:1.10.8.270	Gene3D	245	377
SPBC530.01	gyp1	SPBC530.01.1:pep	PF00566	PFAM	220	465
SPBC530.01	gyp1	SPBC530.01.1:pep	PS50086	PROFILE	216	443
SPBC530.01	gyp1	SPBC530.01.1:pep	PTHR22957	PANTHER	166	494
SPBC530.01	gyp1	SPBC530.01.1:pep	SM00164	SMART	213	470
SPBC530.01	gyp1	SPBC530.01.1:pep	SSF47923	SUPERFAMILY	194	403
SPBC530.01	gyp1	SPBC530.01.1:pep	SSF47923	SUPERFAMILY	379	503
SPBC530.02		SPBC530.02.1:pep	G3DSA:1.20.1250.20	Gene3D	97	521
SPBC530.02		SPBC530.02.1:pep	PF07690	PFAM	106	487
SPBC530.02		SPBC530.02.1:pep	PS50850	PROFILE	101	531
SPBC530.02		SPBC530.02.1:pep	PTHR23502	PANTHER	78	537
SPBC530.02		SPBC530.02.1:pep	SSF103473	SUPERFAMILY	85	532
SPBC530.02		SPBC530.02.1:pep	cd17323	CDD	102	532
SPBC530.03c	bag102	SPBC530.03c.1:pep	G3DSA:1.20.58.120	Gene3D	93	206
SPBC530.03c	bag102	SPBC530.03c.1:pep	PF02179	PFAM	122	200
SPBC530.03c	bag102	SPBC530.03c.1:pep	PS51035	PROFILE	122	202
SPBC530.03c	bag102	SPBC530.03c.1:pep	PTHR12329	PANTHER	81	205
SPBC530.03c	bag102	SPBC530.03c.1:pep	SM00264	SMART	122	202
SPBC530.03c	bag102	SPBC530.03c.1:pep	SSF63491	SUPERFAMILY	96	205
SPBC530.05	prt1	SPBC530.05.1:pep	G3DSA:4.10.240.10	Gene3D	27	107
SPBC530.05	prt1	SPBC530.05.1:pep	PF00172	PFAM	28	65
SPBC530.05	prt1	SPBC530.05.1:pep	PF04082	PFAM	211	454
SPBC530.05	prt1	SPBC530.05.1:pep	PS00463	PROSITE	29	57
SPBC530.05	prt1	SPBC530.05.1:pep	PS50048	PROFILE	29	59
SPBC530.05	prt1	SPBC530.05.1:pep	PTHR46910	PANTHER	12	759
SPBC530.05	prt1	SPBC530.05.1:pep	SM00066	SMART	24	68
SPBC530.05	prt1	SPBC530.05.1:pep	SM00906	SMART	318	391
SPBC530.05	prt1	SPBC530.05.1:pep	SSF57701	SUPERFAMILY	22	66
SPBC530.05	prt1	SPBC530.05.1:pep	cd00067	CDD	25	60
SPBC530.05	prt1	SPBC530.05.1:pep	cd12148	CDD	202	608
SPBC530.06c	clu1	SPBC530.06c.1:pep	G3DSA:1.25.40.10	Gene3D	870	1070
SPBC530.06c	clu1	SPBC530.06c.1:pep	G3DSA:1.25.40.10	Gene3D	1071	1165
SPBC530.06c	clu1	SPBC530.06c.1:pep	MF_03013	HAMAP	15	1173
SPBC530.06c	clu1	SPBC530.06c.1:pep	PF12807	PFAM	705	867
SPBC530.06c	clu1	SPBC530.06c.1:pep	PF13236	PFAM	342	564
SPBC530.06c	clu1	SPBC530.06c.1:pep	PF13374	PFAM	1027	1066
SPBC530.06c	clu1	SPBC530.06c.1:pep	PF13424	PFAM	952	1011
SPBC530.06c	clu1	SPBC530.06c.1:pep	PF15044	PFAM	52	128
SPBC530.06c	clu1	SPBC530.06c.1:pep	PS51823	PROFILE	316	565
SPBC530.06c	clu1	SPBC530.06c.1:pep	PTHR12601	PANTHER	31	1172
SPBC530.06c	clu1	SPBC530.06c.1:pep	SM00028	SMART	984	1017
SPBC530.06c	clu1	SPBC530.06c.1:pep	SSF103107	SUPERFAMILY	165	285
SPBC530.06c	clu1	SPBC530.06c.1:pep	SSF48452	SUPERFAMILY	951	1138
SPBC530.06c	clu1	SPBC530.06c.1:pep	cd15466	CDD	707	869
SPBC530.07c		SPBC530.07c.1:pep	G3DSA:1.20.910.10	Gene3D	15	242
SPBC530.07c		SPBC530.07c.1:pep	PTHR43198	PANTHER	19	239
SPBC530.07c		SPBC530.07c.1:pep	SSF48613	SUPERFAMILY	21	238
SPBC530.07c		SPBC530.07c.1:pep	cd19357	CDD	12	236
SPBC530.08	ntu2	SPBC530.08.1:pep	G3DSA:4.10.240.10	Gene3D	28	102
SPBC530.08	ntu2	SPBC530.08.1:pep	PF00172	PFAM	29	65
SPBC530.08	ntu2	SPBC530.08.1:pep	PF04082	PFAM	259	444
SPBC530.08	ntu2	SPBC530.08.1:pep	PS00463	PROSITE	30	57
SPBC530.08	ntu2	SPBC530.08.1:pep	PS50048	PROFILE	30	59
SPBC530.08	ntu2	SPBC530.08.1:pep	PTHR46910	PANTHER	17	783
SPBC530.08	ntu2	SPBC530.08.1:pep	SM00066	SMART	25	68
SPBC530.08	ntu2	SPBC530.08.1:pep	SM00906	SMART	335	407
SPBC530.08	ntu2	SPBC530.08.1:pep	SSF57701	SUPERFAMILY	21	66
SPBC530.08	ntu2	SPBC530.08.1:pep	cd00067	CDD	31	60
SPBC530.08	ntu2	SPBC530.08.1:pep	cd12148	CDD	248	625
SPBC530.09c	mrl1	SPBC530.09c.1:pep	G3DSA:2.70.130.10	Gene3D	37	203
SPBC530.09c	mrl1	SPBC530.09c.1:pep	PF02157	PFAM	122	256
SPBC530.09c	mrl1	SPBC530.09c.1:pep	PS51914	PROFILE	42	197
SPBC530.09c	mrl1	SPBC530.09c.1:pep	PTHR15071	PANTHER	25	255
SPBC530.09c	mrl1	SPBC530.09c.1:pep	SSF50911	SUPERFAMILY	35	196
SPBC530.10c	anc1	SPBC530.10c.1:pep	G3DSA:1.50.40.10	Gene3D	28	322
SPBC530.10c	anc1	SPBC530.10c.1:pep	PF00153	PFAM	25	122
SPBC530.10c	anc1	SPBC530.10c.1:pep	PF00153	PFAM	131	222
SPBC530.10c	anc1	SPBC530.10c.1:pep	PF00153	PFAM	231	320
SPBC530.10c	anc1	SPBC530.10c.1:pep	PR00926	PRINTS	30	43
SPBC530.10c	anc1	SPBC530.10c.1:pep	PR00926	PRINTS	43	57
SPBC530.10c	anc1	SPBC530.10c.1:pep	PR00926	PRINTS	93	113
SPBC530.10c	anc1	SPBC530.10c.1:pep	PR00926	PRINTS	145	163
SPBC530.10c	anc1	SPBC530.10c.1:pep	PR00926	PRINTS	195	213
SPBC530.10c	anc1	SPBC530.10c.1:pep	PR00926	PRINTS	239	261
SPBC530.10c	anc1	SPBC530.10c.1:pep	PR00927	PRINTS	27	39
SPBC530.10c	anc1	SPBC530.10c.1:pep	PR00927	PRINTS	71	92
SPBC530.10c	anc1	SPBC530.10c.1:pep	PR00927	PRINTS	104	116
SPBC530.10c	anc1	SPBC530.10c.1:pep	PR00927	PRINTS	130	143
SPBC530.10c	anc1	SPBC530.10c.1:pep	PR00927	PRINTS	235	251
SPBC530.10c	anc1	SPBC530.10c.1:pep	PS50920	PROFILE	25	118
SPBC530.10c	anc1	SPBC530.10c.1:pep	PS50920	PROFILE	130	222
SPBC530.10c	anc1	SPBC530.10c.1:pep	PS50920	PROFILE	230	316
SPBC530.10c	anc1	SPBC530.10c.1:pep	PTHR45635	PANTHER	22	321
SPBC530.10c	anc1	SPBC530.10c.1:pep	SSF103506	SUPERFAMILY	25	313
SPBC530.11c		SPBC530.11c.1:pep	PF04082	PFAM	206	471
SPBC530.11c		SPBC530.11c.1:pep	PTHR47338	PANTHER	80	780
SPBC530.11c		SPBC530.11c.1:pep	SM00906	SMART	300	380
SPBC530.11c		SPBC530.11c.1:pep	cd12148	CDD	196	625
SPBC530.12c	pdf1	SPBC530.12c.1:pep	G3DSA:1.20.144.10	Gene3D	483	581
SPBC530.12c	pdf1	SPBC530.12c.1:pep	G3DSA:3.40.50.1820	Gene3D	36	327
SPBC530.12c	pdf1	SPBC530.12c.1:pep	PF01569	PFAM	479	575
SPBC530.12c	pdf1	SPBC530.12c.1:pep	PF02089	PFAM	46	298
SPBC530.12c	pdf1	SPBC530.12c.1:pep	PTHR11247	PANTHER	404	611
SPBC530.12c	pdf1	SPBC530.12c.1:pep	SM00014	SMART	457	569
SPBC530.12c	pdf1	SPBC530.12c.1:pep	SSF48317	SUPERFAMILY	430	578
SPBC530.12c	pdf1	SPBC530.12c.1:pep	SSF53474	SUPERFAMILY	42	314
SPBC530.12c	pdf1	SPBC530.12c.1:pep	cd03382	CDD	415	568
SPBC530.13	lsc1	SPBC530.13.1:pep	G3DSA:1.10.472.10	Gene3D	9	151
SPBC530.13	lsc1	SPBC530.13.1:pep	G3DSA:1.10.472.10	Gene3D	153	251
SPBC530.13	lsc1	SPBC530.13.1:pep	PF00134	PFAM	31	150
SPBC530.13	lsc1	SPBC530.13.1:pep	PTHR10026	PANTHER	14	273
SPBC530.13	lsc1	SPBC530.13.1:pep	SM00385	SMART	43	145
SPBC530.13	lsc1	SPBC530.13.1:pep	SM00385	SMART	158	241
SPBC530.13	lsc1	SPBC530.13.1:pep	SSF47954	SUPERFAMILY	8	153
SPBC530.13	lsc1	SPBC530.13.1:pep	SSF47954	SUPERFAMILY	154	243
SPBC530.13	lsc1	SPBC530.13.1:pep	cd20546	CDD	155	241
SPBC530.13	lsc1	SPBC530.13.1:pep	cd20547	CDD	37	151
SPBC530.14c	dsk1	SPBC530.14c.1:pep	G3DSA:1.10.510.10	Gene3D	165	517
SPBC530.14c	dsk1	SPBC530.14c.1:pep	G3DSA:3.30.200.20	Gene3D	56	164
SPBC530.14c	dsk1	SPBC530.14c.1:pep	PF00069	PFAM	81	223
SPBC530.14c	dsk1	SPBC530.14c.1:pep	PF00069	PFAM	355	516
SPBC530.14c	dsk1	SPBC530.14c.1:pep	PS00107	PROSITE	87	110
SPBC530.14c	dsk1	SPBC530.14c.1:pep	PS00108	PROSITE	210	222
SPBC530.14c	dsk1	SPBC530.14c.1:pep	PS50011	PROFILE	81	516
SPBC530.14c	dsk1	SPBC530.14c.1:pep	PTHR47634	PANTHER	44	516
SPBC530.14c	dsk1	SPBC530.14c.1:pep	SM00220	SMART	81	516
SPBC530.14c	dsk1	SPBC530.14c.1:pep	SSF56112	SUPERFAMILY	71	524
SPBC530.14c	dsk1	SPBC530.14c.1:pep	cd14136	CDD	69	516
SPBC530.15c		SPBC530.15c.1:pep	G3DSA:1.20.1250.20	Gene3D	71	498
SPBC530.15c		SPBC530.15c.1:pep	PF07690	PFAM	83	466
SPBC530.15c		SPBC530.15c.1:pep	PS50850	PROFILE	76	506
SPBC530.15c		SPBC530.15c.1:pep	PTHR23502	PANTHER	14	512
SPBC530.15c		SPBC530.15c.1:pep	SSF103473	SUPERFAMILY	59	508
SPBC530.15c		SPBC530.15c.1:pep	cd17323	CDD	77	507
SPBC530.16	ksh1	SPBC530.16.1:pep	PF06842	PFAM	10	44
SPBC530.16	ksh1	SPBC530.16.1:pep	PTHR13229	PANTHER	1	70
SPBC543.02c		SPBC543.02c.1:pep	G3DSA:1.10.287.110	Gene3D	349	449
SPBC543.02c		SPBC543.02c.1:pep	G3DSA:1.25.40.10	Gene3D	19	131
SPBC543.02c		SPBC543.02c.1:pep	G3DSA:1.25.40.10	Gene3D	144	215
SPBC543.02c		SPBC543.02c.1:pep	G3DSA:1.25.40.10	Gene3D	216	348
SPBC543.02c		SPBC543.02c.1:pep	PF00226	PFAM	349	411
SPBC543.02c		SPBC543.02c.1:pep	PF07719	PFAM	178	210
SPBC543.02c		SPBC543.02c.1:pep	PF07719	PFAM	228	256
SPBC543.02c		SPBC543.02c.1:pep	PF13181	PFAM	147	176
SPBC543.02c		SPBC543.02c.1:pep	PF13414	PFAM	30	73
SPBC543.02c		SPBC543.02c.1:pep	PR00625	PRINTS	351	369
SPBC543.02c		SPBC543.02c.1:pep	PR00625	PRINTS	369	384
SPBC543.02c		SPBC543.02c.1:pep	PR00625	PRINTS	386	406
SPBC543.02c		SPBC543.02c.1:pep	PS50005	PROFILE	23	56
SPBC543.02c		SPBC543.02c.1:pep	PS50005	PROFILE	177	210
SPBC543.02c		SPBC543.02c.1:pep	PS50005	PROFILE	223	256
SPBC543.02c		SPBC543.02c.1:pep	PS50076	PROFILE	349	414
SPBC543.02c		SPBC543.02c.1:pep	PS50293	PROFILE	177	209
SPBC543.02c		SPBC543.02c.1:pep	PS50293	PROFILE	223	256
SPBC543.02c		SPBC543.02c.1:pep	PTHR45188	PANTHER	14	454
SPBC543.02c		SPBC543.02c.1:pep	SM00028	SMART	23	56
SPBC543.02c		SPBC543.02c.1:pep	SM00028	SMART	59	92
SPBC543.02c		SPBC543.02c.1:pep	SM00028	SMART	143	176
SPBC543.02c		SPBC543.02c.1:pep	SM00028	SMART	177	210
SPBC543.02c		SPBC543.02c.1:pep	SM00028	SMART	223	256
SPBC543.02c		SPBC543.02c.1:pep	SM00028	SMART	261	294
SPBC543.02c		SPBC543.02c.1:pep	SM00028	SMART	295	328
SPBC543.02c		SPBC543.02c.1:pep	SM00271	SMART	348	406
SPBC543.02c		SPBC543.02c.1:pep	SSF46565	SUPERFAMILY	343	452
SPBC543.02c		SPBC543.02c.1:pep	SSF48452	SUPERFAMILY	28	377
SPBC543.02c		SPBC543.02c.1:pep	cd06257	CDD	349	403
SPBC543.03c	pku80	SPBC543.03c.1:pep	G3DSA:1.10.1600.10	Gene3D	450	543
SPBC543.03c	pku80	SPBC543.03c.1:pep	G3DSA:1.25.40.240	Gene3D	561	691
SPBC543.03c	pku80	SPBC543.03c.1:pep	G3DSA:2.40.290.10	Gene3D	225	443
SPBC543.03c	pku80	SPBC543.03c.1:pep	G3DSA:3.40.50.410	Gene3D	1	212
SPBC543.03c	pku80	SPBC543.03c.1:pep	PF02735	PFAM	240	447
SPBC543.03c	pku80	SPBC543.03c.1:pep	PF08785	PFAM	589	687
SPBC543.03c	pku80	SPBC543.03c.1:pep	PIRSF016570	PIRSF	1	695
SPBC543.03c	pku80	SPBC543.03c.1:pep	PTHR12604	PANTHER	4	620
SPBC543.03c	pku80	SPBC543.03c.1:pep	SM00559	SMART	307	443
SPBC543.03c	pku80	SPBC543.03c.1:pep	SSF100939	SUPERFAMILY	220	536
SPBC543.03c	pku80	SPBC543.03c.1:pep	SSF101420	SUPERFAMILY	571	692
SPBC543.03c	pku80	SPBC543.03c.1:pep	SSF53300	SUPERFAMILY	3	210
SPBC543.03c	pku80	SPBC543.03c.1:pep	cd00873	CDD	222	535
SPBC543.03c	pku80	SPBC543.03c.1:pep	cd01458	CDD	4	218
